lineage,parent,children
BL.1.2,BL.1,BL.1.2
BL.1,BA.2.75.1,BL.1.2
BA.2.75.1,BA.2.75,BL.1.2
BA.2.75,BA.2,BL.1.2
BA.2,B.1.1.529,BL.1.2
B.1.1.529,B.1.1,BL.1.2
B.1.1,B.1,BL.1.2
B.1,B,BL.1.2
B,,BL.1.2
BL.1.3,BL.1,BL.1.3
BL.1,BA.2.75.1,BL.1.3
BA.2.75.1,BA.2.75,BL.1.3
BA.2.75,BA.2,BL.1.3
BA.2,B.1.1.529,BL.1.3
B.1.1.529,B.1.1,BL.1.3
B.1.1,B.1,BL.1.3
B.1,B,BL.1.3
B,,BL.1.3
BL.1.4,BL.1,BL.1.4
BL.1,BA.2.75.1,BL.1.4
BA.2.75.1,BA.2.75,BL.1.4
BA.2.75,BA.2,BL.1.4
BA.2,B.1.1.529,BL.1.4
B.1.1.529,B.1.1,BL.1.4
B.1.1,B.1,BL.1.4
B.1,B,BL.1.4
B,,BL.1.4
BL.2,BA.2.75.1,BL.2
BA.2.75.1,BA.2.75,BL.2
BA.2.75,BA.2,BL.2
BA.2,B.1.1.529,BL.2
B.1.1.529,B.1.1,BL.2
B.1.1,B.1,BL.2
B.1,B,BL.2
B,,BL.2
BL.2.1,BL.2,BL.2.1
BL.2,BA.2.75.1,BL.2.1
BA.2.75.1,BA.2.75,BL.2.1
BA.2.75,BA.2,BL.2.1
BA.2,B.1.1.529,BL.2.1
B.1.1.529,B.1.1,BL.2.1
B.1.1,B.1,BL.2.1
B.1,B,BL.2.1
B,,BL.2.1
BL.3,BA.2.75.1,BL.3
BA.2.75.1,BA.2.75,BL.3
BA.2.75,BA.2,BL.3
BA.2,B.1.1.529,BL.3
B.1.1.529,B.1.1,BL.3
B.1.1,B.1,BL.3
B.1,B,BL.3
B,,BL.3
BL.4,BA.2.75.1,BL.4
BA.2.75.1,BA.2.75,BL.4
BA.2.75,BA.2,BL.4
BA.2,B.1.1.529,BL.4
B.1.1.529,B.1.1,BL.4
B.1.1,B.1,BL.4
B.1,B,BL.4
B,,BL.4
BL.5,BA.2.75.1,BL.5
BA.2.75.1,BA.2.75,BL.5
BA.2.75,BA.2,BL.5
BA.2,B.1.1.529,BL.5
B.1.1.529,B.1.1,BL.5
B.1.1,B.1,BL.5
B.1,B,BL.5
B,,BL.5
BA.2.75.2,BA.2.75,BA.2.75.2
BA.2.75,BA.2,BA.2.75.2
BA.2,B.1.1.529,BA.2.75.2
B.1.1.529,B.1.1,BA.2.75.2
B.1.1,B.1,BA.2.75.2
B.1,B,BA.2.75.2
B,,BA.2.75.2
CA.1,BA.2.75.2,CA.1
BA.2.75.2,BA.2.75,CA.1
BA.2.75,BA.2,CA.1
BA.2,B.1.1.529,CA.1
B.1.1.529,B.1.1,CA.1
B.1.1,B.1,CA.1
B.1,B,CA.1
B,,CA.1
CA.2,BA.2.75.2,CA.2
BA.2.75.2,BA.2.75,CA.2
BA.2.75,BA.2,CA.2
BA.2,B.1.1.529,CA.2
B.1.1.529,B.1.1,CA.2
B.1.1,B.1,CA.2
B.1,B,CA.2
B,,CA.2
CA.3,BA.2.75.2,CA.3
BA.2.75.2,BA.2.75,CA.3
BA.2.75,BA.2,CA.3
BA.2,B.1.1.529,CA.3
B.1.1.529,B.1.1,CA.3
B.1.1,B.1,CA.3
B.1,B,CA.3
B,,CA.3
CA.3.1,CA.3,CA.3.1
CA.3,BA.2.75.2,CA.3.1
BA.2.75.2,BA.2.75,CA.3.1
BA.2.75,BA.2,CA.3.1
BA.2,B.1.1.529,CA.3.1
B.1.1.529,B.1.1,CA.3.1
B.1.1,B.1,CA.3.1
B.1,B,CA.3.1
B,,CA.3.1
CA.4,BA.2.75.2,CA.4
BA.2.75.2,BA.2.75,CA.4
BA.2.75,BA.2,CA.4
BA.2,B.1.1.529,CA.4
B.1.1.529,B.1.1,CA.4
B.1.1,B.1,CA.4
B.1,B,CA.4
B,,CA.4
CA.5,BA.2.75.2,CA.5
BA.2.75.2,BA.2.75,CA.5
BA.2.75,BA.2,CA.5
BA.2,B.1.1.529,CA.5
B.1.1.529,B.1.1,CA.5
B.1.1,B.1,CA.5
B.1,B,CA.5
B,,CA.5
CA.6,BA.2.75.2,CA.6
BA.2.75.2,BA.2.75,CA.6
BA.2.75,BA.2,CA.6
BA.2,B.1.1.529,CA.6
B.1.1.529,B.1.1,CA.6
B.1.1,B.1,CA.6
B.1,B,CA.6
B,,CA.6
CA.7,BA.2.75.2,CA.7
BA.2.75.2,BA.2.75,CA.7
BA.2.75,BA.2,CA.7
BA.2,B.1.1.529,CA.7
B.1.1.529,B.1.1,CA.7
B.1.1,B.1,CA.7
B.1,B,CA.7
B,,CA.7
BA.2.75.3,BA.2.75,BA.2.75.3
BA.2.75,BA.2,BA.2.75.3
BA.2,B.1.1.529,BA.2.75.3
B.1.1.529,B.1.1,BA.2.75.3
B.1.1,B.1,BA.2.75.3
B.1,B,BA.2.75.3
B,,BA.2.75.3
BM.1,BA.2.75.3,BM.1
BA.2.75.3,BA.2.75,BM.1
BA.2.75,BA.2,BM.1
BA.2,B.1.1.529,BM.1
B.1.1.529,B.1.1,BM.1
B.1.1,B.1,BM.1
B.1,B,BM.1
B,,BM.1
BM.1.1,BM.1,BM.1.1
BM.1,BA.2.75.3,BM.1.1
BA.2.75.3,BA.2.75,BM.1.1
BA.2.75,BA.2,BM.1.1
BA.2,B.1.1.529,BM.1.1
B.1.1.529,B.1.1,BM.1.1
B.1.1,B.1,BM.1.1
B.1,B,BM.1.1
B,,BM.1.1
BM.1.1.1,BM.1.1,BM.1.1.1
BM.1.1,BM.1,BM.1.1.1
BM.1,BA.2.75.3,BM.1.1.1
BA.2.75.3,BA.2.75,BM.1.1.1
BA.2.75,BA.2,BM.1.1.1
BA.2,B.1.1.529,BM.1.1.1
B.1.1.529,B.1.1,BM.1.1.1
B.1.1,B.1,BM.1.1.1
B.1,B,BM.1.1.1
B,,BM.1.1.1
CJ.1,BM.1.1.1,CJ.1
BM.1.1.1,BM.1.1,CJ.1
BM.1.1,BM.1,CJ.1
BM.1,BA.2.75.3,CJ.1
BA.2.75.3,BA.2.75,CJ.1
BA.2.75,BA.2,CJ.1
BA.2,B.1.1.529,CJ.1
B.1.1.529,B.1.1,CJ.1
B.1.1,B.1,CJ.1
B.1,B,CJ.1
B,,CJ.1
CJ.1.1,CJ.1,CJ.1.1
CJ.1,BM.1.1.1,CJ.1.1
BM.1.1.1,BM.1.1,CJ.1.1
BM.1.1,BM.1,CJ.1.1
BM.1,BA.2.75.3,CJ.1.1
BA.2.75.3,BA.2.75,CJ.1.1
BA.2.75,BA.2,CJ.1.1
BA.2,B.1.1.529,CJ.1.1
B.1.1.529,B.1.1,CJ.1.1
B.1.1,B.1,CJ.1.1
B.1,B,CJ.1.1
B,,CJ.1.1
BM.1.1.2,BM.1.1,BM.1.1.2
BM.1.1,BM.1,BM.1.1.2
BM.1,BA.2.75.3,BM.1.1.2
BA.2.75.3,BA.2.75,BM.1.1.2
BA.2.75,BA.2,BM.1.1.2
BA.2,B.1.1.529,BM.1.1.2
B.1.1.529,B.1.1,BM.1.1.2
B.1.1,B.1,BM.1.1.2
B.1,B,BM.1.1.2
B,,BM.1.1.2
BM.1.1.3,BM.1.1,BM.1.1.3
BM.1.1,BM.1,BM.1.1.3
BM.1,BA.2.75.3,BM.1.1.3
BA.2.75.3,BA.2.75,BM.1.1.3
BA.2.75,BA.2,BM.1.1.3
BA.2,B.1.1.529,BM.1.1.3
B.1.1.529,B.1.1,BM.1.1.3
B.1.1,B.1,BM.1.1.3
B.1,B,BM.1.1.3
B,,BM.1.1.3
CV.1,BM.1.1.3,CV.1
BM.1.1.3,BM.1.1,CV.1
BM.1.1,BM.1,CV.1
BM.1,BA.2.75.3,CV.1
BA.2.75.3,BA.2.75,CV.1
BA.2.75,BA.2,CV.1
BA.2,B.1.1.529,CV.1
B.1.1.529,B.1.1,CV.1
B.1.1,B.1,CV.1
B.1,B,CV.1
B,,CV.1
CV.2,BM.1.1.3,CV.2
BM.1.1.3,BM.1.1,CV.2
BM.1.1,BM.1,CV.2
BM.1,BA.2.75.3,CV.2
BA.2.75.3,BA.2.75,CV.2
BA.2.75,BA.2,CV.2
BA.2,B.1.1.529,CV.2
B.1.1.529,B.1.1,CV.2
B.1.1,B.1,CV.2
B.1,B,CV.2
B,,CV.2
BM.2,BA.2.75.3,BM.2
BA.2.75.3,BA.2.75,BM.2
BA.2.75,BA.2,BM.2
BA.2,B.1.1.529,BM.2
B.1.1.529,B.1.1,BM.2
B.1.1,B.1,BM.2
B.1,B,BM.2
B,,BM.2
BM.2.1,BM.2,BM.2.1
BM.2,BA.2.75.3,BM.2.1
BA.2.75.3,BA.2.75,BM.2.1
BA.2.75,BA.2,BM.2.1
BA.2,B.1.1.529,BM.2.1
B.1.1.529,B.1.1,BM.2.1
B.1.1,B.1,BM.2.1
B.1,B,BM.2.1
B,,BM.2.1
BM.2.2,BM.2,BM.2.2
BM.2,BA.2.75.3,BM.2.2
BA.2.75.3,BA.2.75,BM.2.2
BA.2.75,BA.2,BM.2.2
BA.2,B.1.1.529,BM.2.2
B.1.1.529,B.1.1,BM.2.2
B.1.1,B.1,BM.2.2
B.1,B,BM.2.2
B,,BM.2.2
BM.2.3,BM.2,BM.2.3
BM.2,BA.2.75.3,BM.2.3
BA.2.75.3,BA.2.75,BM.2.3
BA.2.75,BA.2,BM.2.3
BA.2,B.1.1.529,BM.2.3
B.1.1.529,B.1.1,BM.2.3
B.1.1,B.1,BM.2.3
B.1,B,BM.2.3
B,,BM.2.3
BM.3,BA.2.75.3,BM.3
BA.2.75.3,BA.2.75,BM.3
BA.2.75,BA.2,BM.3
BA.2,B.1.1.529,BM.3
B.1.1.529,B.1.1,BM.3
B.1.1,B.1,BM.3
B.1,B,BM.3
B,,BM.3
BM.4,BA.2.75.3,BM.4
BA.2.75.3,BA.2.75,BM.4
BA.2.75,BA.2,BM.4
BA.2,B.1.1.529,BM.4
B.1.1.529,B.1.1,BM.4
B.1.1,B.1,BM.4
B.1,B,BM.4
B,,BM.4
BM.4.1,BM.4,BM.4.1
BM.4,BA.2.75.3,BM.4.1
BA.2.75.3,BA.2.75,BM.4.1
BA.2.75,BA.2,BM.4.1
BA.2,B.1.1.529,BM.4.1
B.1.1.529,B.1.1,BM.4.1
B.1.1,B.1,BM.4.1
B.1,B,BM.4.1
B,,BM.4.1
BM.4.1.1,BM.4.1,BM.4.1.1
BM.4.1,BM.4,BM.4.1.1
BM.4,BA.2.75.3,BM.4.1.1
BA.2.75.3,BA.2.75,BM.4.1.1
BA.2.75,BA.2,BM.4.1.1
BA.2,B.1.1.529,BM.4.1.1
B.1.1.529,B.1.1,BM.4.1.1
B.1.1,B.1,BM.4.1.1
B.1,B,BM.4.1.1
B,,BM.4.1.1
CH.1,BM.4.1.1,CH.1
BM.4.1.1,BM.4.1,CH.1
BM.4.1,BM.4,CH.1
BM.4,BA.2.75.3,CH.1
BA.2.75.3,BA.2.75,CH.1
BA.2.75,BA.2,CH.1
BA.2,B.1.1.529,CH.1
B.1.1.529,B.1.1,CH.1
B.1.1,B.1,CH.1
B.1,B,CH.1
B,,CH.1
CH.1.1,CH.1,CH.1.1
CH.1,BM.4.1.1,CH.1.1
BM.4.1.1,BM.4.1,CH.1.1
BM.4.1,BM.4,CH.1.1
BM.4,BA.2.75.3,CH.1.1
BA.2.75.3,BA.2.75,CH.1.1
BA.2.75,BA.2,CH.1.1
BA.2,B.1.1.529,CH.1.1
B.1.1.529,B.1.1,CH.1.1
B.1.1,B.1,CH.1.1
B.1,B,CH.1.1
B,,CH.1.1
CH.1.1.1,CH.1.1,CH.1.1.1
CH.1.1,CH.1,CH.1.1.1
CH.1,BM.4.1.1,CH.1.1.1
BM.4.1.1,BM.4.1,CH.1.1.1
BM.4.1,BM.4,CH.1.1.1
BM.4,BA.2.75.3,CH.1.1.1
BA.2.75.3,BA.2.75,CH.1.1.1
BA.2.75,BA.2,CH.1.1.1
BA.2,B.1.1.529,CH.1.1.1
B.1.1.529,B.1.1,CH.1.1.1
B.1.1,B.1,CH.1.1.1
B.1,B,CH.1.1.1
B,,CH.1.1.1
CH.1.1.2,CH.1.1,CH.1.1.2
CH.1.1,CH.1,CH.1.1.2
CH.1,BM.4.1.1,CH.1.1.2
BM.4.1.1,BM.4.1,CH.1.1.2
BM.4.1,BM.4,CH.1.1.2
BM.4,BA.2.75.3,CH.1.1.2
BA.2.75.3,BA.2.75,CH.1.1.2
BA.2.75,BA.2,CH.1.1.2
BA.2,B.1.1.529,CH.1.1.2
B.1.1.529,B.1.1,CH.1.1.2
B.1.1,B.1,CH.1.1.2
B.1,B,CH.1.1.2
B,,CH.1.1.2
CH.1.1.3,CH.1.1,CH.1.1.3
CH.1.1,CH.1,CH.1.1.3
CH.1,BM.4.1.1,CH.1.1.3
BM.4.1.1,BM.4.1,CH.1.1.3
BM.4.1,BM.4,CH.1.1.3
BM.4,BA.2.75.3,CH.1.1.3
BA.2.75.3,BA.2.75,CH.1.1.3
BA.2.75,BA.2,CH.1.1.3
BA.2,B.1.1.529,CH.1.1.3
B.1.1.529,B.1.1,CH.1.1.3
B.1.1,B.1,CH.1.1.3
B.1,B,CH.1.1.3
B,,CH.1.1.3
CH.2,BM.4.1.1,CH.2
BM.4.1.1,BM.4.1,CH.2
BM.4.1,BM.4,CH.2
BM.4,BA.2.75.3,CH.2
BA.2.75.3,BA.2.75,CH.2
BA.2.75,BA.2,CH.2
BA.2,B.1.1.529,CH.2
B.1.1.529,B.1.1,CH.2
B.1.1,B.1,CH.2
B.1,B,CH.2
B,,CH.2
CH.3,BM.4.1.1,CH.3
BM.4.1.1,BM.4.1,CH.3
BM.4.1,BM.4,CH.3
BM.4,BA.2.75.3,CH.3
BA.2.75.3,BA.2.75,CH.3
BA.2.75,BA.2,CH.3
BA.2,B.1.1.529,CH.3
B.1.1.529,B.1.1,CH.3
B.1.1,B.1,CH.3
B.1,B,CH.3
B,,CH.3
CH.3.1,CH.3,CH.3.1
CH.3,BM.4.1.1,CH.3.1
BM.4.1.1,BM.4.1,CH.3.1
BM.4.1,BM.4,CH.3.1
BM.4,BA.2.75.3,CH.3.1
BA.2.75.3,BA.2.75,CH.3.1
BA.2.75,BA.2,CH.3.1
BA.2,B.1.1.529,CH.3.1
B.1.1.529,B.1.1,CH.3.1
B.1.1,B.1,CH.3.1
B.1,B,CH.3.1
B,,CH.3.1
BM.5,BA.2.75.3,BM.5
BA.2.75.3,BA.2.75,BM.5
BA.2.75,BA.2,BM.5
BA.2,B.1.1.529,BM.5
B.1.1.529,B.1.1,BM.5
B.1.1,B.1,BM.5
B.1,B,BM.5
B,,BM.5
BM.6,BA.2.75.3,BM.6
BA.2.75.3,BA.2.75,BM.6
BA.2.75,BA.2,BM.6
BA.2,B.1.1.529,BM.6
B.1.1.529,B.1.1,BM.6
B.1.1,B.1,BM.6
B.1,B,BM.6
B,,BM.6
BA.2.75.4,BA.2.75,BA.2.75.4
BA.2.75,BA.2,BA.2.75.4
BA.2,B.1.1.529,BA.2.75.4
B.1.1.529,B.1.1,BA.2.75.4
B.1.1,B.1,BA.2.75.4
B.1,B,BA.2.75.4
B,,BA.2.75.4
BR.1,BA.2.75.4,BR.1
BA.2.75.4,BA.2.75,BR.1
BA.2.75,BA.2,BR.1
BA.2,B.1.1.529,BR.1
B.1.1.529,B.1.1,BR.1
B.1.1,B.1,BR.1
B.1,B,BR.1
B,,BR.1
BR.1.1,BR.1,BR.1.1
BR.1,BA.2.75.4,BR.1.1
BA.2.75.4,BA.2.75,BR.1.1
BA.2.75,BA.2,BR.1.1
BA.2,B.1.1.529,BR.1.1
B.1.1.529,B.1.1,BR.1.1
B.1.1,B.1,BR.1.1
B.1,B,BR.1.1
B,,BR.1.1
BR.1.2,BR.1,BR.1.2
BR.1,BA.2.75.4,BR.1.2
BA.2.75.4,BA.2.75,BR.1.2
BA.2.75,BA.2,BR.1.2
BA.2,B.1.1.529,BR.1.2
B.1.1.529,B.1.1,BR.1.2
B.1.1,B.1,BR.1.2
B.1,B,BR.1.2
B,,BR.1.2
BR.2,BA.2.75.4,BR.2
BA.2.75.4,BA.2.75,BR.2
BA.2.75,BA.2,BR.2
BA.2,B.1.1.529,BR.2
B.1.1.529,B.1.1,BR.2
B.1.1,B.1,BR.2
B.1,B,BR.2
B,,BR.2
BR.2.1,BR.2,BR.2.1
BR.2,BA.2.75.4,BR.2.1
BA.2.75.4,BA.2.75,BR.2.1
BA.2.75,BA.2,BR.2.1
BA.2,B.1.1.529,BR.2.1
B.1.1.529,B.1.1,BR.2.1
B.1.1,B.1,BR.2.1
B.1,B,BR.2.1
B,,BR.2.1
BR.3,BA.2.75.4,BR.3
BA.2.75.4,BA.2.75,BR.3
BA.2.75,BA.2,BR.3
BA.2,B.1.1.529,BR.3
B.1.1.529,B.1.1,BR.3
B.1.1,B.1,BR.3
B.1,B,BR.3
B,,BR.3
BR.4,BA.2.75.4,BR.4
BA.2.75.4,BA.2.75,BR.4
BA.2.75,BA.2,BR.4
BA.2,B.1.1.529,BR.4
B.1.1.529,B.1.1,BR.4
B.1.1,B.1,BR.4
B.1,B,BR.4
B,,BR.4
BA.2.75.5,BA.2.75,BA.2.75.5
BA.2.75,BA.2,BA.2.75.5
BA.2,B.1.1.529,BA.2.75.5
B.1.1.529,B.1.1,BA.2.75.5
B.1.1,B.1,BA.2.75.5
B.1,B,BA.2.75.5
B,,BA.2.75.5
BN.1,BA.2.75.5,BN.1
BA.2.75.5,BA.2.75,BN.1
BA.2.75,BA.2,BN.1
BA.2,B.1.1.529,BN.1
B.1.1.529,B.1.1,BN.1
B.1.1,B.1,BN.1
B.1,B,BN.1
B,,BN.1
BN.1.1,BN.1,BN.1.1
BN.1,BA.2.75.5,BN.1.1
BA.2.75.5,BA.2.75,BN.1.1
BA.2.75,BA.2,BN.1.1
BA.2,B.1.1.529,BN.1.1
B.1.1.529,B.1.1,BN.1.1
B.1.1,B.1,BN.1.1
B.1,B,BN.1.1
B,,BN.1.1
BN.1.1.1,BN.1.1,BN.1.1.1
BN.1.1,BN.1,BN.1.1.1
BN.1,BA.2.75.5,BN.1.1.1
BA.2.75.5,BA.2.75,BN.1.1.1
BA.2.75,BA.2,BN.1.1.1
BA.2,B.1.1.529,BN.1.1.1
B.1.1.529,B.1.1,BN.1.1.1
B.1.1,B.1,BN.1.1.1
B.1,B,BN.1.1.1
B,,BN.1.1.1
BN.1.2,BN.1,BN.1.2
BN.1,BA.2.75.5,BN.1.2
BA.2.75.5,BA.2.75,BN.1.2
BA.2.75,BA.2,BN.1.2
BA.2,B.1.1.529,BN.1.2
B.1.1.529,B.1.1,BN.1.2
B.1.1,B.1,BN.1.2
B.1,B,BN.1.2
B,,BN.1.2
BN.1.2.1,BN.1.2,BN.1.2.1
BN.1.2,BN.1,BN.1.2.1
BN.1,BA.2.75.5,BN.1.2.1
BA.2.75.5,BA.2.75,BN.1.2.1
BA.2.75,BA.2,BN.1.2.1
BA.2,B.1.1.529,BN.1.2.1
B.1.1.529,B.1.1,BN.1.2.1
B.1.1,B.1,BN.1.2.1
B.1,B,BN.1.2.1
B,,BN.1.2.1
BN.1.3,BN.1,BN.1.3
BN.1,BA.2.75.5,BN.1.3
BA.2.75.5,BA.2.75,BN.1.3
BA.2.75,BA.2,BN.1.3
BA.2,B.1.1.529,BN.1.3
B.1.1.529,B.1.1,BN.1.3
B.1.1,B.1,BN.1.3
B.1,B,BN.1.3
B,,BN.1.3
BN.1.3.1,BN.1.3,BN.1.3.1
BN.1.3,BN.1,BN.1.3.1
BN.1,BA.2.75.5,BN.1.3.1
BA.2.75.5,BA.2.75,BN.1.3.1
BA.2.75,BA.2,BN.1.3.1
BA.2,B.1.1.529,BN.1.3.1
B.1.1.529,B.1.1,BN.1.3.1
B.1.1,B.1,BN.1.3.1
B.1,B,BN.1.3.1
B,,BN.1.3.1
BN.1.4,BN.1,BN.1.4
BN.1,BA.2.75.5,BN.1.4
BA.2.75.5,BA.2.75,BN.1.4
BA.2.75,BA.2,BN.1.4
BA.2,B.1.1.529,BN.1.4
B.1.1.529,B.1.1,BN.1.4
B.1.1,B.1,BN.1.4
B.1,B,BN.1.4
B,,BN.1.4
BN.1.5,BN.1,BN.1.5
BN.1,BA.2.75.5,BN.1.5
BA.2.75.5,BA.2.75,BN.1.5
BA.2.75,BA.2,BN.1.5
BA.2,B.1.1.529,BN.1.5
B.1.1.529,B.1.1,BN.1.5
B.1.1,B.1,BN.1.5
B.1,B,BN.1.5
B,,BN.1.5
BN.1.6,BN.1,BN.1.6
BN.1,BA.2.75.5,BN.1.6
BA.2.75.5,BA.2.75,BN.1.6
BA.2.75,BA.2,BN.1.6
BA.2,B.1.1.529,BN.1.6
B.1.1.529,B.1.1,BN.1.6
B.1.1,B.1,BN.1.6
B.1,B,BN.1.6
B,,BN.1.6
BN.1.7,BN.1,BN.1.7
BN.1,BA.2.75.5,BN.1.7
BA.2.75.5,BA.2.75,BN.1.7
BA.2.75,BA.2,BN.1.7
BA.2,B.1.1.529,BN.1.7
B.1.1.529,B.1.1,BN.1.7
B.1.1,B.1,BN.1.7
B.1,B,BN.1.7
B,,BN.1.7
BN.1.8,BN.1,BN.1.8
BN.1,BA.2.75.5,BN.1.8
BA.2.75.5,BA.2.75,BN.1.8
BA.2.75,BA.2,BN.1.8
BA.2,B.1.1.529,BN.1.8
B.1.1.529,B.1.1,BN.1.8
B.1.1,B.1,BN.1.8
B.1,B,BN.1.8
B,,BN.1.8
BN.1.9,BN.1,BN.1.9
BN.1,BA.2.75.5,BN.1.9
BA.2.75.5,BA.2.75,BN.1.9
BA.2.75,BA.2,BN.1.9
BA.2,B.1.1.529,BN.1.9
B.1.1.529,B.1.1,BN.1.9
B.1.1,B.1,BN.1.9
B.1,B,BN.1.9
B,,BN.1.9
BN.2,BA.2.75.5,BN.2
BA.2.75.5,BA.2.75,BN.2
BA.2.75,BA.2,BN.2
BA.2,B.1.1.529,BN.2
B.1.1.529,B.1.1,BN.2
B.1.1,B.1,BN.2
B.1,B,BN.2
B,,BN.2
BN.2.1,BN.2,BN.2.1
BN.2,BA.2.75.5,BN.2.1
BA.2.75.5,BA.2.75,BN.2.1
BA.2.75,BA.2,BN.2.1
BA.2,B.1.1.529,BN.2.1
B.1.1.529,B.1.1,BN.2.1
B.1.1,B.1,BN.2.1
B.1,B,BN.2.1
B,,BN.2.1
BN.3,BA.2.75.5,BN.3
BA.2.75.5,BA.2.75,BN.3
BA.2.75,BA.2,BN.3
BA.2,B.1.1.529,BN.3
B.1.1.529,B.1.1,BN.3
B.1.1,B.1,BN.3
B.1,B,BN.3
B,,BN.3
BN.3.1,BN.3,BN.3.1
BN.3,BA.2.75.5,BN.3.1
BA.2.75.5,BA.2.75,BN.3.1
BA.2.75,BA.2,BN.3.1
BA.2,B.1.1.529,BN.3.1
B.1.1.529,B.1.1,BN.3.1
B.1.1,B.1,BN.3.1
B.1,B,BN.3.1
B,,BN.3.1
BN.4,BA.2.75.5,BN.4
BA.2.75.5,BA.2.75,BN.4
BA.2.75,BA.2,BN.4
BA.2,B.1.1.529,BN.4
B.1.1.529,B.1.1,BN.4
B.1.1,B.1,BN.4
B.1,B,BN.4
B,,BN.4
BN.5,BA.2.75.5,BN.5
BA.2.75.5,BA.2.75,BN.5
BA.2.75,BA.2,BN.5
BA.2,B.1.1.529,BN.5
B.1.1.529,B.1.1,BN.5
B.1.1,B.1,BN.5
B.1,B,BN.5
B,,BN.5
BN.6,BA.2.75.5,BN.6
BA.2.75.5,BA.2.75,BN.6
BA.2.75,BA.2,BN.6
BA.2,B.1.1.529,BN.6
B.1.1.529,B.1.1,BN.6
B.1.1,B.1,BN.6
B.1,B,BN.6
B,,BN.6
BA.2.75.6,BA.2.75,BA.2.75.6
BA.2.75,BA.2,BA.2.75.6
BA.2,B.1.1.529,BA.2.75.6
B.1.1.529,B.1.1,BA.2.75.6
B.1.1,B.1,BA.2.75.6
B.1,B,BA.2.75.6
B,,BA.2.75.6
BY.1,BA.2.75.6,BY.1
BA.2.75.6,BA.2.75,BY.1
BA.2.75,BA.2,BY.1
BA.2,B.1.1.529,BY.1
B.1.1.529,B.1.1,BY.1
B.1.1,B.1,BY.1
B.1,B,BY.1
B,,BY.1
BY.1.1,BY.1,BY.1.1
BY.1,BA.2.75.6,BY.1.1
BA.2.75.6,BA.2.75,BY.1.1
BA.2.75,BA.2,BY.1.1
BA.2,B.1.1.529,BY.1.1
B.1.1.529,B.1.1,BY.1.1
B.1.1,B.1,BY.1.1
B.1,B,BY.1.1
B,,BY.1.1
BY.1.1.1,BY.1.1,BY.1.1.1
BY.1.1,BY.1,BY.1.1.1
BY.1,BA.2.75.6,BY.1.1.1
BA.2.75.6,BA.2.75,BY.1.1.1
BA.2.75,BA.2,BY.1.1.1
BA.2,B.1.1.529,BY.1.1.1
B.1.1.529,B.1.1,BY.1.1.1
B.1.1,B.1,BY.1.1.1
B.1,B,BY.1.1.1
B,,BY.1.1.1
BY.1.2,BY.1,BY.1.2
BY.1,BA.2.75.6,BY.1.2
BA.2.75.6,BA.2.75,BY.1.2
BA.2.75,BA.2,BY.1.2
BA.2,B.1.1.529,BY.1.2
B.1.1.529,B.1.1,BY.1.2
B.1.1,B.1,BY.1.2
B.1,B,BY.1.2
B,,BY.1.2
BY.1.2.1,BY.1.2,BY.1.2.1
BY.1.2,BY.1,BY.1.2.1
BY.1,BA.2.75.6,BY.1.2.1
BA.2.75.6,BA.2.75,BY.1.2.1
BA.2.75,BA.2,BY.1.2.1
BA.2,B.1.1.529,BY.1.2.1
B.1.1.529,B.1.1,BY.1.2.1
B.1.1,B.1,BY.1.2.1
B.1,B,BY.1.2.1
B,,BY.1.2.1
BA.2.75.7,BA.2.75,BA.2.75.7
BA.2.75,BA.2,BA.2.75.7
BA.2,B.1.1.529,BA.2.75.7
B.1.1.529,B.1.1,BA.2.75.7
B.1.1,B.1,BA.2.75.7
B.1,B,BA.2.75.7
B,,BA.2.75.7
BA.2.75.8,BA.2.75,BA.2.75.8
BA.2.75,BA.2,BA.2.75.8
BA.2,B.1.1.529,BA.2.75.8
B.1.1.529,B.1.1,BA.2.75.8
B.1.1,B.1,BA.2.75.8
B.1,B,BA.2.75.8
B,,BA.2.75.8
BA.2.75.9,BA.2.75,BA.2.75.9
BA.2.75,BA.2,BA.2.75.9
BA.2,B.1.1.529,BA.2.75.9
B.1.1.529,B.1.1,BA.2.75.9
B.1.1,B.1,BA.2.75.9
B.1,B,BA.2.75.9
B,,BA.2.75.9
CB.1,BA.2.75.9,CB.1
BA.2.75.9,BA.2.75,CB.1
BA.2.75,BA.2,CB.1
BA.2,B.1.1.529,CB.1
B.1.1.529,B.1.1,CB.1
B.1.1,B.1,CB.1
B.1,B,CB.1
B,,CB.1
BA.2.75.10,BA.2.75,BA.2.75.10
BA.2.75,BA.2,BA.2.75.10
BA.2,B.1.1.529,BA.2.75.10
B.1.1.529,B.1.1,BA.2.75.10
B.1.1,B.1,BA.2.75.10
B.1,B,BA.2.75.10
B,,BA.2.75.10
BA.2.76,BA.2,BA.2.76
BA.2,B.1.1.529,BA.2.76
B.1.1.529,B.1.1,BA.2.76
B.1.1,B.1,BA.2.76
B.1,B,BA.2.76
B,,BA.2.76
BA.2.76.1,BA.2.76,BA.2.76.1
BA.2.76,BA.2,BA.2.76.1
BA.2,B.1.1.529,BA.2.76.1
B.1.1.529,B.1.1,BA.2.76.1
B.1.1,B.1,BA.2.76.1
B.1,B,BA.2.76.1
B,,BA.2.76.1
BA.2.76.2,BA.2.76,BA.2.76.2
BA.2.76,BA.2,BA.2.76.2
BA.2,B.1.1.529,BA.2.76.2
